timestamp,ind_evento,id_estabelecimento,topic,raw_payload
2026-09-23T02:51:09.860659+00:00,fechamento-estabelecimento,14348,prod/estabelecimento/cd215e1e8ba34b6b45e88ff93d58698e,"{""ind_evento"": ""fechamento-estabelecimento"", ""dat_hora"": ""2026/09/22 23:51:09"", ""id_estabelecimento"": 14348}"
